	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
TNFRSF25	0	0.589726207988998	0.37	0.056	0	Regulatory T cells	TNFRSF25
ZAP70	0	0.579858487002554	0.481	0.129	0	Regulatory T cells	ZAP70
CD28	0	0.49469688361235	0.314	0.038	0	Regulatory T cells	CD28
PTPRCAP	1.32548006842166e-304	0.608149946350651	0.71	0.28	2.25623217246735e-300	Regulatory T cells	PTPRCAP
EVL	2.95058845870539e-302	0.667623040098963	0.675	0.283	5.02249167440831e-298	Regulatory T cells	EVL
FCMR	7.04704507434449e-302	0.563522339284322	0.401	0.103	1.19954801255492e-297	Regulatory T cells	FCMR
CD96	9.94489920355478e-301	0.578174360278534	0.494	0.153	1.69282074242909e-296	Regulatory T cells	CD96
SEPTIN1	3.44819136155569e-299	0.636538542765626	0.584	0.224	5.8695113356401e-295	Regulatory T cells	SEPTIN1
TRAC	7.44876647119151e-299	0.604322514113278	0.484	0.15	1.26792902872622e-294	Regulatory T cells	TRAC
GMFG	1.95169412296271e-298	0.766345090436561	0.675	0.333	3.32217373610713e-294	Regulatory T cells	GMFG
CYTIP	8.46915229868658e-297	0.795306252721132	0.671	0.327	1.44161910428243e-292	Regulatory T cells	CYTIP
PIK3IP1	1.23412331861373e-290	0.596858765677362	0.427	0.127	2.1007247129443e-286	Regulatory T cells	PIK3IP1
CLEC2D	3.86204834786529e-290	0.614850458471399	0.448	0.137	6.57397869773629e-286	Regulatory T cells	CLEC2D
ZFP36L2	2.88186150208858e-284	1.31073291763123	0.876	0.694	4.90550464885517e-280	Regulatory T cells	ZFP36L2
SELL	4.97890180707868e-281	0.601997033005671	0.349	0.081	8.47508665600933e-277	Regulatory T cells	SELL
HLA-B	1.15171715998592e-280	0.640536548131532	1	0.971	1.96045294972803e-276	Regulatory T cells	HLA-B
BIRC3	4.57480502615957e-280	0.832518268652326	0.537	0.217	7.78723311552883e-276	Regulatory T cells	BIRC3
NR3C1	4.87538873943859e-272	0.827109437885695	0.553	0.244	8.29888671227238e-268	Regulatory T cells	NR3C1
SEPTIN6	7.92978964294467e-271	0.716645021476139	0.598	0.277	1.34980879302204e-266	Regulatory T cells	SEPTIN6
TIGIT	4.55611183279816e-268	0.850583141461297	0.404	0.119	7.75541356178902e-264	Regulatory T cells	TIGIT
RHOH	2.49250960446772e-266	0.653138218535904	0.51	0.195	4.24274984872496e-262	Regulatory T cells	RHOH
ITM2A	4.82324419186937e-261	0.685295023503552	0.57	0.231	8.21012626340004e-257	Regulatory T cells	ITM2A
TNFRSF18	1.11715131518043e-257	0.845972727994389	0.36	0.096	1.90161496870014e-253	Regulatory T cells	TNFRSF18
ACAP1	1.84901782515773e-256	0.587524589114413	0.551	0.219	3.14739814198348e-252	Regulatory T cells	ACAP1
LAPTM5	2.29810317988005e-254	0.466683225885363	0.882	0.447	3.91183123279182e-250	Regulatory T cells	LAPTM5
TRAF3IP3	3.61283243693197e-254	0.549033164949898	0.462	0.161	6.14976337414561e-250	Regulatory T cells	TRAF3IP3
ITK	6.46661937036655e-254	0.450292857318196	0.313	0.072	1.10074794922379e-249	Regulatory T cells	ITK
SLAMF1	1.7420960113346e-252	0.419203276366006	0.298	0.065	2.96539583049376e-248	Regulatory T cells	SLAMF1
RPS25	3.34060747782799e-249	0.593034638533094	0.998	0.987	5.68638204875881e-245	Regulatory T cells	RPS25
CREM	5.71165844283536e-248	0.907409317004946	0.551	0.247	9.72238500139435e-244	Regulatory T cells	CREM
STK17B	1.16171856386149e-246	0.658069193662583	0.599	0.281	1.97747733940502e-242	Regulatory T cells	STK17B
STING1	2.4208398429316e-244	0.672718622104003	0.452	0.173	4.12075358063818e-240	Regulatory T cells	STING1
TBC1D10C	9.59105312029587e-243	0.512194439816169	0.478	0.17	1.63258906213676e-238	Regulatory T cells	TBC1D10C
GIMAP7	8.86010466835101e-240	0.620543125028361	0.434	0.148	1.50816701664671e-235	Regulatory T cells	GIMAP7
RPS27	1.19571925020913e-238	0.594122593849903	1	0.989	2.03535330770598e-234	Regulatory T cells	RPS27
STAT4	2.94071567822995e-238	0.425393300522262	0.32	0.08	5.00568622748302e-234	Regulatory T cells	STAT4
P2RY10	4.59728975314408e-235	0.487281322906335	0.332	0.089	7.82550661780185e-231	Regulatory T cells	P2RY10
CALM1	1.44272546025225e-232	0.585168135641475	0.965	0.842	2.45580727844139e-228	Regulatory T cells	CALM1
RPL30	6.77217400943429e-232	0.578736006643921	1	0.993	1.1527594598859e-227	Regulatory T cells	RPL30
CAMK4	6.99101632696962e-223	0.410927530095905	0.313	0.083	1.19001079917677e-218	Regulatory T cells	CAMK4
SIT1	1.09224402412352e-216	0.415111633344728	0.346	0.101	1.85921777786306e-212	Regulatory T cells	SIT1
ARHGAP15	6.76591311747077e-213	0.465772699658665	0.398	0.139	1.15169373085587e-208	Regulatory T cells	ARHGAP15
IL2RB	2.17085500177183e-211	0.454298763326305	0.406	0.134	3.695229384016e-207	Regulatory T cells	IL2RB
SOD1	1.82103851761146e-208	0.686159710786554	0.846	0.673	3.09977176467823e-204	Regulatory T cells	SOD1
CDKN1B	3.00567875813529e-206	0.651625491995526	0.522	0.258	5.11626638209789e-202	Regulatory T cells	CDKN1B
CD69	6.37898497961884e-204	0.708764127538801	0.567	0.258	1.08583082323072e-199	Regulatory T cells	CD69
GNG2	4.67506894186163e-203	0.488068301313993	0.424	0.16	7.95790235283686e-199	Regulatory T cells	GNG2
BCL11B	5.967352948246e-203	0.390445617835996	0.294	0.079	1.01576281885043e-198	Regulatory T cells	BCL11B
SIRPG	1.30382530240036e-199	0.417600001624154	0.293	0.078	2.2193714297459e-195	Regulatory T cells	SIRPG
GBP5	1.75052653240167e-199	0.663210875873674	0.427	0.17	2.97974626345413e-195	Regulatory T cells	GBP5
LCP2	8.76658766245467e-199	0.528790498992589	0.577	0.271	1.49224855190303e-194	Regulatory T cells	LCP2
STK4	5.34553698222094e-198	0.575732550284964	0.575	0.299	9.09917305113648e-194	Regulatory T cells	STK4
RPS3	9.99868108865995e-198	0.531392558967473	1	0.987	1.7019754949117e-193	Regulatory T cells	RPS3
GPSM3	2.14749827404589e-197	0.59502577138587	0.604	0.316	3.65547156208092e-193	Regulatory T cells	GPSM3
AQP3	3.16630013001147e-193	0.587522077417465	0.422	0.171	5.38967608130553e-189	Regulatory T cells	AQP3
RPS26	9.79960507179077e-192	0.63360255370293	0.992	0.965	1.66808877532022e-187	Regulatory T cells	RPS26
DDX5	3.3092352935678e-188	0.548739079623224	0.951	0.844	5.63298031671111e-184	Regulatory T cells	DDX5
SRSF7	4.52335144828595e-188	0.641845446487514	0.781	0.589	7.69964883527235e-184	Regulatory T cells	SRSF7
PABPC1	3.06460631040764e-187	0.602730455189474	0.946	0.836	5.21657286157589e-183	Regulatory T cells	PABPC1
KLF6	3.26214930044414e-186	0.766574784097188	0.838	0.612	5.55283053921602e-182	Regulatory T cells	KLF6
FYN	3.42085963044269e-186	0.432043190559221	0.383	0.139	5.82298726293955e-182	Regulatory T cells	FYN
SLC2A3	3.41988729276822e-184	0.725735820112212	0.606	0.323	5.82133214975007e-180	Regulatory T cells	SLC2A3
SAMSN1	1.06439440526082e-181	0.538488572430711	0.474	0.21	1.81181215663496e-177	Regulatory T cells	SAMSN1
RPL13	2.86951139252039e-181	0.496336636610671	1	0.997	4.8844822923482e-177	Regulatory T cells	RPL13
ETS1	5.96597477827758e-181	0.450978374906176	0.384	0.145	1.01552822675841e-176	Regulatory T cells	ETS1
JUNB	1.29495262549298e-180	0.828921224147514	0.958	0.857	2.20426835911416e-176	Regulatory T cells	JUNB
RPS27A	6.5315781890197e-180	0.52185512010782	0.999	0.994	1.11180523933493e-175	Regulatory T cells	RPS27A
RGCC	1.92815040365419e-179	0.92195747623374	0.54	0.283	3.28209761710016e-175	Regulatory T cells	RGCC
DDIT4	2.44814663683017e-177	0.80608638230356	0.733	0.508	4.16723520521232e-173	Regulatory T cells	DDIT4
SELPLG	2.35562849295296e-175	0.455545876571186	0.451	0.192	4.00975082070453e-171	Regulatory T cells	SELPLG
RPL34	5.99048268920921e-175	0.509284644672017	0.999	0.99	1.01969996335719e-170	Regulatory T cells	RPL34
PRKCH	1.59981756581849e-174	0.371650608845768	0.35	0.121	2.72320946053624e-170	Regulatory T cells	PRKCH
MYL12A	2.76722236887929e-174	0.498717817305995	0.926	0.749	4.71036591630633e-170	Regulatory T cells	MYL12A
PDCD4	4.1543203151702e-173	0.560918558931379	0.492	0.241	7.07148404048271e-169	Regulatory T cells	PDCD4
CD4	6.74905178578466e-172	0.393385038668349	0.385	0.139	1.14882359497627e-167	Regulatory T cells	CD4
RPS15A	8.28606568498978e-172	0.460464062206074	1	0.994	1.41045410089896e-167	Regulatory T cells	RPS15A
LSP1	3.03762812410945e-171	0.43811653514706	0.822	0.525	5.17065059285911e-167	Regulatory T cells	LSP1
EEF1A1	3.67295186751262e-170	0.480405969972006	1	0.998	6.25209866887998e-166	Regulatory T cells	EEF1A1
RPL32	4.12532083475125e-170	0.476534016504452	1	0.994	7.02212112491358e-166	Regulatory T cells	RPL32
PDE4D	1.8906754583318e-168	0.49296699767207	0.334	0.12	3.21830776517238e-164	Regulatory T cells	PDE4D
HLA-C	4.77529197952772e-166	0.409563394801086	1	0.991	8.12850200755208e-162	Regulatory T cells	HLA-C
ICAM3	6.88688418882533e-166	0.526254606354176	0.561	0.308	1.17228542662185e-161	Regulatory T cells	ICAM3
CACYBP	2.33311566453881e-161	0.664826594689117	0.722	0.538	3.97142948417796e-157	Regulatory T cells	CACYBP
LBH	3.40513693519694e-161	0.517509745170975	0.55	0.285	5.79622409109224e-157	Regulatory T cells	LBH
HCLS1	3.51201636631126e-161	0.504343525530682	0.631	0.356	5.97815425873503e-157	Regulatory T cells	HCLS1
ARL6IP5	1.5743137817146e-160	0.587031483472918	0.724	0.527	2.67979691923459e-156	Regulatory T cells	ARL6IP5
STK17A	4.54130554140606e-160	0.515529145637813	0.511	0.248	7.7302102925814e-156	Regulatory T cells	STK17A
JAK3	8.05212924971847e-160	0.340580586014369	0.315	0.107	1.37063344088708e-155	Regulatory T cells	JAK3
PPP1R2	3.7778699544062e-159	0.60666883048313	0.577	0.346	6.43069023639024e-155	Regulatory T cells	PPP1R2
EMB	7.35407644463863e-159	0.409236450628656	0.373	0.148	1.25181089240639e-154	Regulatory T cells	EMB
RPSA	5.59267114743791e-157	0.477309390357021	0.988	0.926	9.51984482716881e-153	Regulatory T cells	RPSA
DEF6	8.31075359760607e-156	0.436405579405103	0.437	0.199	1.41465647738451e-151	Regulatory T cells	DEF6
TRAF1	4.32047604548703e-155	0.407863597786233	0.293	0.097	7.35431432462803e-151	Regulatory T cells	TRAF1
CXCR6	4.91348407284207e-153	0.475572324791802	0.296	0.098	8.36373258879177e-149	Regulatory T cells	CXCR6
ARHGEF1	1.0571334774063e-150	0.501858260069276	0.522	0.28	1.79945260524101e-146	Regulatory T cells	ARHGEF1
RPL11	5.18460190041791e-149	0.412482244825522	1	0.996	8.82522935489137e-145	Regulatory T cells	RPL11
ITGA4	6.1917557550623e-149	0.53166108220742	0.412	0.19	1.0539606646267e-144	Regulatory T cells	ITGA4
YWHAZ	1.22646621813616e-148	0.471121302454383	0.879	0.735	2.08769079651137e-144	Regulatory T cells	YWHAZ
RPL14	1.19217072228798e-146	0.430353558058696	0.999	0.985	2.0293130034786e-142	Regulatory T cells	RPL14
DNAJB1	1.89388535696027e-146	0.815066186374473	0.973	0.872	3.22377165461778e-142	Regulatory T cells	DNAJB1
TNFRSF1B	2.6670127024499e-146	0.622771437211422	0.465	0.235	4.53978902211021e-142	Regulatory T cells	TNFRSF1B
EEF1D	6.5149817499449e-146	0.440810341533016	0.978	0.955	1.10898019347562e-141	Regulatory T cells	EEF1D
IKZF1	2.33654829327341e-145	0.403968604606571	0.376	0.158	3.97727250481e-141	Regulatory T cells	IKZF1
JAK1	8.62116911849549e-143	0.532002464693965	0.651	0.451	1.4674954073503e-138	Regulatory T cells	JAK1
CARD16	4.1485705806209e-141	0.785981737660905	0.497	0.286	7.06169684233289e-137	Regulatory T cells	CARD16
RPS29	5.53013384754965e-141	0.43582304175562	0.986	0.912	9.41339383529901e-137	Regulatory T cells	RPS29
OXNAD1	1.43264389501881e-140	0.308194507542565	0.264	0.086	2.43864643810102e-136	Regulatory T cells	OXNAD1
DOK2	3.88318418148942e-140	0.432692153022131	0.426	0.197	6.60995611373129e-136	Regulatory T cells	DOK2
APBB1IP	4.51426390623337e-140	0.433954143683393	0.471	0.235	7.68418002119044e-136	Regulatory T cells	APBB1IP
RPL28	2.85532867953301e-138	0.384068782806812	1	0.997	4.86034047830108e-134	Regulatory T cells	RPL28
TAGAP	1.76511728029e-137	0.565084696220837	0.482	0.25	3.00458263450965e-133	Regulatory T cells	TAGAP
TTC39C	2.30737215791924e-135	0.394917984989116	0.322	0.129	3.92760888721014e-131	Regulatory T cells	TTC39C
EML4	8.94034720334346e-135	0.567623561073871	0.586	0.382	1.52182590095312e-130	Regulatory T cells	EML4
DDX24	8.45501360700218e-134	0.521942688612971	0.685	0.513	1.43921241618391e-129	Regulatory T cells	DDX24
IL27RA	9.89525973965999e-134	0.342712312234403	0.312	0.121	1.68437111288492e-129	Regulatory T cells	IL27RA
SH3BGRL3	1.28591774750981e-132	0.284670911011386	0.983	0.797	2.18888918981119e-128	Regulatory T cells	SH3BGRL3
LCP1	1.47060348915934e-132	0.423655427587237	0.657	0.38	2.50326125924703e-128	Regulatory T cells	LCP1
CXCR3	2.41619922916519e-130	0.412455115109932	0.331	0.133	4.11285432788499e-126	Regulatory T cells	CXCR3
DUSP2	6.66808463024073e-130	0.52240241515873	0.682	0.428	1.13504136575958e-125	Regulatory T cells	DUSP2
RASAL3	1.62519863849968e-129	0.34706426307815	0.353	0.149	2.76641312245415e-125	Regulatory T cells	RASAL3
RPL19	3.36720712976652e-129	0.396723792944096	1	0.996	5.73165997628856e-125	Regulatory T cells	RPL19
ANKRD12	1.08429339108083e-128	0.566136373137187	0.591	0.402	1.84568421029778e-124	Regulatory T cells	ANKRD12
CYFIP2	6.53164887572038e-128	0.317091337875325	0.303	0.116	1.11181727162512e-123	Regulatory T cells	CYFIP2
HCST	6.16624341223735e-126	0.326274663112482	0.625	0.331	1.04961795363104e-121	Regulatory T cells	HCST
RCAN3	2.57801485854924e-125	0.316440284004853	0.265	0.096	4.38829689222251e-121	Regulatory T cells	RCAN3
GIMAP4	2.0840851456906e-123	0.380969911348948	0.362	0.156	3.54752973499453e-119	Regulatory T cells	GIMAP4
CRIP1	2.46042637653944e-123	0.517959295415577	0.613	0.397	4.18813777814543e-119	Regulatory T cells	CRIP1
RGS1	4.19916505453059e-122	0.589606558961896	0.566	0.321	7.14781875582197e-118	Regulatory T cells	RGS1
TMSB4X	3.75108807069534e-121	0.351739129305648	0.998	0.93	6.38510211393762e-117	Regulatory T cells	TMSB4X
STAM	8.03684735493996e-121	0.384518980105368	0.264	0.099	1.36803215675788e-116	Regulatory T cells	STAM
DGKA	1.13761148057672e-120	0.33110758779115	0.29	0.114	1.93644226223769e-116	Regulatory T cells	DGKA
RPL9	1.90764887965504e-120	0.402700661272069	0.995	0.964	3.24719992294881e-116	Regulatory T cells	RPL9
RPS6	3.30773404821675e-120	0.388718176730997	0.998	0.985	5.63042489687455e-116	Regulatory T cells	RPS6
RPL21	2.03321882732488e-119	0.415260496580947	0.997	0.979	3.46094508787242e-115	Regulatory T cells	RPL21
PTPN7	5.86730459664344e-119	0.356679727717179	0.389	0.181	9.98732588440646e-115	Regulatory T cells	PTPN7
TNFAIP8	1.72913471057283e-118	0.40794929130906	0.403	0.203	2.94333310433708e-114	Regulatory T cells	TNFAIP8
PDE4B	1.05207136995628e-117	0.436322231433706	0.437	0.227	1.79083588593958e-113	Regulatory T cells	PDE4B
CD27	4.86324222894924e-117	0.56740768726682	0.455	0.245	8.27821092211739e-113	Regulatory T cells	CD27
TMC8	5.09593657718016e-115	0.305931960736584	0.303	0.123	8.67430324167607e-111	Regulatory T cells	TMC8
PIM2	3.55825756073078e-114	0.516062052581428	0.436	0.227	6.05686601987594e-110	Regulatory T cells	PIM2
PFN1	1.39617201553205e-113	0.383998802950817	0.995	0.88	2.37656400483865e-109	Regulatory T cells	PFN1
EIF1	2.16370557628894e-113	0.338060547103014	0.999	0.994	3.68305963195903e-109	Regulatory T cells	EIF1
C12orf57	4.22814031988103e-112	0.410526177879057	0.801	0.615	7.19714045250148e-108	Regulatory T cells	C12orf57
CELF2	4.75063980947648e-112	0.392688781395101	0.423	0.221	8.08653908369086e-108	Regulatory T cells	CELF2
GPR183	4.97702905208243e-112	0.359826543640723	0.388	0.183	8.47189885245471e-108	Regulatory T cells	GPR183
MBNL1	1.05437431609899e-111	0.482602986716022	0.59	0.399	1.7947559608637e-107	Regulatory T cells	MBNL1
FAU	3.04592120467391e-111	0.325482299404236	1	0.994	5.18476707459592e-107	Regulatory T cells	FAU
WIPF1	8.44875382090573e-111	0.411236667039548	0.489	0.278	1.43814687539457e-106	Regulatory T cells	WIPF1
SOCS1	1.3816562070605e-110	0.540843602396254	0.408	0.218	2.35185519565838e-106	Regulatory T cells	SOCS1
ELF1	1.79012220049305e-109	0.487459184445056	0.54	0.349	3.04714600967927e-105	Regulatory T cells	ELF1
PNRC1	3.59795001574154e-108	0.446777002620783	0.795	0.636	6.12443051679525e-104	Regulatory T cells	PNRC1
CD48	5.2427115760791e-108	0.358065294270214	0.516	0.281	8.92414364480184e-104	Regulatory T cells	CD48
RPL18A	8.55100186389713e-108	0.346176540268512	1	0.994	1.45555153727257e-103	Regulatory T cells	RPL18A
DNAJA1	3.27211243158991e-107	0.594196175054469	0.848	0.771	5.56978978105234e-103	Regulatory T cells	DNAJA1
DENND2D	3.38151534822651e-105	0.323829422482101	0.328	0.149	5.75601542575117e-101	Regulatory T cells	DENND2D
LPXN	6.50728208190991e-105	0.360255094020316	0.403	0.207	1.10766955598271e-100	Regulatory T cells	LPXN
BIN2	5.04225305992529e-104	0.33505677470496	0.351	0.167	8.58292315860483e-100	Regulatory T cells	BIN2
PTGER4	6.50225841843303e-104	0.474355509408031	0.347	0.171	1.10681442798567e-99	Regulatory T cells	PTGER4
RPL3	2.17772003855911e-102	0.347068721065987	0.999	0.99	3.70691504963531e-98	Regulatory T cells	RPL3
RPS14	2.55129018798186e-102	0.370480644064078	1	0.994	4.34280615798273e-98	Regulatory T cells	RPS14
DAZAP2	5.01709115631429e-102	0.41825613425126	0.729	0.597	8.54009256627818e-98	Regulatory T cells	DAZAP2
CDC42SE2	7.94181212013921e-101	0.334855047194698	0.356	0.176	1.3518552590901e-96	Regulatory T cells	CDC42SE2
CD53	8.76755314450905e-100	0.359720767703635	0.552	0.326	1.49241289625833e-95	Regulatory T cells	CD53
RESF1	1.88517218287756e-99	0.44997456216568	0.455	0.265	3.20894008969419e-95	Regulatory T cells	RESF1
NIBAN1	1.36531566735286e-98	0.347739931013912	0.308	0.141	2.32404032896804e-94	Regulatory T cells	NIBAN1
DUSP4	2.65854528583859e-98	0.658054898874141	0.425	0.243	4.52537578555445e-94	Regulatory T cells	DUSP4
RPS4X	1.24986373424639e-96	0.323573862903965	1	0.996	2.12751804843421e-92	Regulatory T cells	RPS4X
MAT2B	1.76909986875007e-96	0.404239606973571	0.447	0.27	3.01136179658637e-92	Regulatory T cells	MAT2B
RPL26	6.29702150031966e-96	0.324205862571873	0.994	0.961	1.07187899978441e-91	Regulatory T cells	RPL26
CIRBP	7.99584634439641e-96	0.36793638295215	0.809	0.698	1.36105296474316e-91	Regulatory T cells	CIRBP
RPL5	8.21582082695194e-96	0.289558367664179	0.995	0.964	1.39849702116376e-91	Regulatory T cells	RPL5
RCSD1	1.5095443030496e-94	0.292725521990545	0.314	0.145	2.56954631265102e-90	Regulatory T cells	RCSD1
RPS3A	1.06561586669761e-93	0.382708245005271	0.999	0.981	1.81389132829267e-89	Regulatory T cells	RPS3A
RPS12	1.35686062054951e-93	0.400323379660453	1	0.994	2.30964814829937e-89	Regulatory T cells	RPS12
RPS28	2.55284250345458e-93	0.301913674105848	1	0.995	4.34544850938039e-89	Regulatory T cells	RPS28
YWHAB	1.96822516317436e-92	0.399315058477934	0.888	0.777	3.3503128727554e-88	Regulatory T cells	YWHAB
IL10RA	9.59319663666619e-92	0.400950541930227	0.369	0.198	1.63295393149332e-87	Regulatory T cells	IL10RA
NOP53	1.30494537938697e-91	0.485328205945751	0.627	0.497	2.22127802479251e-87	Regulatory T cells	NOP53
IDS	2.1275185070143e-91	0.413390154003338	0.421	0.246	3.62146200263974e-87	Regulatory T cells	IDS
IL16	3.19812309905635e-91	0.332734255271649	0.363	0.187	5.44384513921372e-87	Regulatory T cells	IL16
RPL18	3.96852139250048e-91	0.295028411702547	0.999	0.995	6.75521711431432e-87	Regulatory T cells	RPL18
CCNI	4.70746612276417e-91	0.353306517070844	0.863	0.757	8.01304883416918e-87	Regulatory T cells	CCNI
GSTK1	8.31234319176667e-91	0.410315876274511	0.692	0.566	1.41492705810252e-86	Regulatory T cells	GSTK1
SLA	2.75767825523503e-90	0.31203181449552	0.342	0.167	4.69411992606108e-86	Regulatory T cells	SLA
RPS19	6.79343041667343e-89	0.314520559212258	1	0.996	1.15637772552615e-84	Regulatory T cells	RPS19
RPS7	1.26675058532684e-88	0.298931211199246	1	0.991	2.15626284634334e-84	Regulatory T cells	RPS7
ZC3HAV1	1.43402153033258e-88	0.388599978913219	0.416	0.24	2.44099144893212e-84	Regulatory T cells	ZC3HAV1
CSK	8.22094114865743e-88	0.345064815299549	0.388	0.214	1.39936860232447e-83	Regulatory T cells	CSK
IL2RG	2.04556901598641e-87	0.292523581063923	0.283	0.13	3.48196757901207e-83	Regulatory T cells	IL2RG
SMCHD1	2.93531930862164e-86	0.393176767034806	0.417	0.245	4.99650052713576e-82	Regulatory T cells	SMCHD1
RASSF5	3.55330664733568e-86	0.280673184827899	0.329	0.162	6.04843857509479e-82	Regulatory T cells	RASSF5
DUSP1	4.03976915684057e-85	0.619140836995431	0.939	0.847	6.87649505877402e-81	Regulatory T cells	DUSP1
UBE2D2	4.32576474426244e-85	0.399885359713885	0.634	0.513	7.36331674768352e-81	Regulatory T cells	UBE2D2
TERF2IP	7.2794636915021e-85	0.384537789656902	0.484	0.317	1.23911030956749e-80	Regulatory T cells	TERF2IP
OCIAD2	2.21293294426569e-84	0.252160584298615	0.562	0.345	3.76685445772905e-80	Regulatory T cells	OCIAD2
ARID5B	7.20028006963072e-84	0.375611205514117	0.421	0.246	1.22563167345254e-79	Regulatory T cells	ARID5B
PAG1	1.42263510721941e-83	0.310158658565051	0.304	0.149	2.42160947950888e-79	Regulatory T cells	PAG1
EPC1	3.46553519105037e-82	0.403834728062801	0.481	0.32	5.89903400220593e-78	Regulatory T cells	EPC1
KMT2E	1.83642870008936e-81	0.389249708061323	0.568	0.407	3.1259689332921e-77	Regulatory T cells	KMT2E
FAS	2.93896145997875e-81	0.285137066139359	0.271	0.126	5.00270019717583e-77	Regulatory T cells	FAS
ARHGAP9	1.20967957798729e-80	0.255535592634724	0.35	0.178	2.05911657764996e-76	Regulatory T cells	ARHGAP9
SYNE2	3.31011556711641e-80	0.380848218258737	0.418	0.245	5.63447871834556e-76	Regulatory T cells	SYNE2
RPLP1	2.88812027689698e-79	0.358239946639856	1	0.999	4.91615833533404e-75	Regulatory T cells	RPLP1
TNF	2.95285209372627e-79	0.499711363743364	0.313	0.155	5.02634483394085e-75	Regulatory T cells	TNF
RPLP2	4.19081001755068e-79	0.311655623881699	0.997	0.983	7.13359681187477e-75	Regulatory T cells	RPLP2
