Term	Category	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
negative regulation of transcription from RNA polymerase II promoter	GOTERM_BP_DIRECT	65	8.054522924411401	0.00012236877423144003	ZNF296, TCF25, ARID4A, HNRNPU, ARID4B, ING1, N4BP2L2, NIPBL, CCND1, PPP1R13L, CREB3L1, TLE4, SREBF1, TSC22D4, PARP1, LMO4, OVOL1, FOXP1, RUNX1, ZNF91, NCOR1, IRF3, IFI27, ERF, TXNIP, HOXB3, PPARG, FBP1, SQSTM1, CEBPA, NR1I2, MEPCE, RTF1, PSEN1, TXN, CXXC5, MACROH2A1, DNAJB1, TPR, SFN, ZBTB7B, TFAP2A, HEXIM1, TCF7L2, JUN, VDR, STAT3, EFNA1, MLXIPL, DLG1, KLF5, MAFB, ID2, BHLHE40, HNRNPA2B1, PHF14, SNAI1, FOSB, CTNNB1, TAF7, GTF2IRD1, MDM4, MXD1, OGT, HSPA1A	764	1016	19453	1.628969215071938	0.3632152890265509	0.04102691266959553	0.04072655295102745
cellular respiration	GOTERM_BP_DIRECT	9	1.1152416356877324	0.000195008487278268	MT-CO1, UQCRQ, NDUFA4, COX4I1, CYCS, MT-CO2, MT-CO3, COX6C, MTLN	764	42	19453	5.4561518324607325	0.512888112780701	0.05690310601104166	0.056486516026687514
apoptotic process	GOTERM_BP_DIRECT	44	5.452292441140026	0.00021674365318164065	PPP1R15A, IFI27L2, ARL6IP1, SH3KBP1, TCIRG1, PSEN1, PTPRH, CTSS, ZFP36L1, AKAP1, DEDD2, PYCARD, PAK1, PPP2R1A, PPP1R13L, ZC3H12A, CASP1, S100A14, DRAM2, RBM5, MCL1, MAPK3, BCL2L15, PRELID1, SIVA1, PARP1, MX1, TNFRSF10D, SLTM, IRF3, IFI27, IRF1, CEACAM5, TAX1BP1, TMEM219, CYCS, PKN2, ELMO3, VDAC1, CARD16, XAF1, OGT, PPIA, SQSTM1	764	619	19453	1.8099028157220312	0.5504180969954741	0.05690310601104166	0.056486516026687514
cellular response to mechanical stimulus	GOTERM_BP_DIRECT	12	1.4869888475836432	0.00022267421562550288	PTGER4, WNT11, BAG3, IRF1, SLC2A1, CASP1, CARD16, SLC38A2, SLC9A1, AQP1, PLEC, MAPK3	764	78	19453	3.9172372130487316	0.5601466721076371	0.05690310601104166	0.056486516026687514
response to cold	GOTERM_BP_DIRECT	9	1.1152416356877324	0.00023143888019675298	PLAC8, PCSK1N, HSP90AA1, CHRNA7, ACOT11, MT-CO2, PPARG, FOS, HSPA2	764	43	19453	5.329264580543041	0.5741403202966633	0.05690310601104166	0.056486516026687514
mitochondrial electron transport, cytochrome c to oxygen	GOTERM_BP_DIRECT	7	0.8674101610904585	0.00033343092743608383	MT-CO1, NDUFA4, COX4I1, CYCS, MT-CO2, MT-CO3, COX6C	764	25	19453	7.1293717277486905	0.7076776989929775	0.07685582877401732	0.07629316408396893
negative regulation of protein ubiquitination	GOTERM_BP_DIRECT	10	1.2391573729863694	0.0004536087701763825	IVNS1ABP, DNAJA1, SH3RF2, SPRY2, CHP1, OGT, SQSTM1, HSPA1B, VPS28, HSPA1A	764	59	19453	4.315600319460467	0.8123710022860868	0.09840642025944113	0.09768598280092568
cholesterol biosynthetic process	GOTERM_BP_DIRECT	8	0.9913258983890956	0.0006057140028552595	FDPS, SREBF1, ACAA2, HMGCS1, INSIG1, CYP51A1, HMGCS2, LBR	764	38	19453	5.360429870487739	0.8929597192763954	0.12410406902945538	0.12319549802517248
negative regulation of apoptotic process	GOTERM_BP_DIRECT	38	4.708798017348203	0.0007590630633863536	ARL6IP1, IHH, HSPB1, ADAR, PSEN1, SLC9A1, AQP1, PLAC8, WNT11, ERBB3, BAG3, ERBB2, NUP62, CFL1, MCL1, TFAP2A, PRELID1, PCID2, PLK2, PRAP1, PTK2, TNFRSF10D, DNAJA1, DNAJC3, SH3RF2, LSM8, SON, CEACAM5, TAX1BP1, SPRY2, CTNNB1, YME1L1, MDM4, PHIP, VDAC1, GAS6, HSPA1B, HSPA1A	764	540	19453	1.7917733178204382	0.9392195802600128	0.14541282586961968	0.14434825257827485
cellular response to heat	GOTERM_BP_DIRECT	9	1.1152416356877324	0.000880579397750047	DNAJB1, HSP90AA1, BAG3, TPR, HSPA6, IER5, PRKACB, HSPA1B, HSPA1A	764	52	19453	4.406891864679824	0.9611872909630766	0.14541282586961968	0.14434825257827485
actin filament network formation	GOTERM_BP_DIRECT	5	0.6195786864931847	0.0009032093218126453	CARMIL1, SPIRE2, COBL, ARPC5, PLS1	764	12	19453	10.60918411867365	0.9642977367782292	0.14541282586961968	0.14434825257827485
mRNA splicing, via spliceosome	GOTERM_BP_DIRECT	19	2.3543990086741013	0.0009292205671536666	PRPF38B, DDX46, HNRNPU, RNPC3, SRRM1, PNN, LSM8, SNRPD2, SNRNP70, HNRNPH1, TRA2B, TRA2A, HNRNPA2B1, SRSF3, SRSF4, SRSF5, SRSF10, RBM5, RBM6	764	200	19453	2.418893979057592	0.967566344395193	0.14541282586961968	0.14434825257827485
regulation of lipid metabolic process	GOTERM_BP_DIRECT	8	0.9913258983890956	0.000974495212082222	RNF213, GOLM1, HNF4A, ID2, EDF1, IRS2, PPARG, MACROH2A1	764	41	19453	4.968203294598392	0.9725582751324456	0.14541282586961968	0.14434825257827485
cellular response to leukemia inhibitory factor	GOTERM_BP_DIRECT	13	1.6109045848822798	0.0009940177582516503	ABCD4, TLE4, EIF4A2, KDM5B, HNRNPU, EPS8, KLF5, NR5A2, MAT2A, PLA2G10, PADI2, SPRY2, SRSF3	764	107	19453	3.093519107501101	0.9744664167787794	0.14541282586961968	0.14434825257827485
positive regulation of stress fiber assembly	GOTERM_BP_DIRECT	9	1.1152416356877324	0.00100206120275405	CDC42, CARMIL1, PAK1, WNT11, ARHGEF10L, RHOC, EPHA1, ARHGEF5, S100A10	764	53	19453	4.323742961572656	0.9752134611923235	0.14541282586961968	0.14434825257827485
bundle of His cell-Purkinje myocyte adhesion involved in cell communication	GOTERM_BP_DIRECT	4	0.4956629491945477	0.0010998318105571398	DSP, PKP2, DSG2, DSC2	764	6	19453	16.97469458987784	0.9827235661602436	0.14541282586961968	0.14434825257827485
regulation of mRNA splicing, via spliceosome	GOTERM_BP_DIRECT	6	0.7434944237918215	0.0011040019317650083	RBM39, SON, SRSF3, SRSF10, SRRM1, JMJD6	764	21	19453	7.274869109947644	0.9829875233658198	0.14541282586961968	0.14434825257827485
mRNA splice site selection	GOTERM_BP_DIRECT	6	0.7434944237918215	0.0011040019317650083	LUC7L3, LUC7L, KHDC4, SRSF5, SRSF10, LUC7L2	764	21	19453	7.274869109947644	0.9829875233658198	0.14541282586961968	0.14434825257827485
actin filament organization	GOTERM_BP_DIRECT	16	1.982651796778191	0.0011662428230505713	CAP1, CARMIL1, GSN, TPM3, SH3KBP1, TMOD3, RHOC, CDC42, DLG1, POF1B, SH3D21, MYO1A, MYO5B, FAT1, CTNNA1, ELMO3	764	155	19453	2.628339807464956	0.9864803831557198	0.1483139148762244	0.14722810259269453
regulation of RNA splicing	GOTERM_BP_DIRECT	11	1.3630731102850062	0.0013560349651603172	CLK1, MBNL1, SON, AHNAK, SNRNP70, HNRNPH1, FUS, TRA2B, CCNL2, SRSF10, PTBP3	764	82	19453	3.4156397650363934	0.9932919757775128	0.16670189838370833	0.16548146691506405
positive regulation of protein localization to plasma membrane	GOTERM_BP_DIRECT	9	1.1152416356877324	0.0014487012672537655	LGALS3, DLG1, LRP1, KIF5B, ARHGEF16, STX4, SQSTM1, SPTBN1, PLS1	764	56	19453	4.09211387434555	0.9952360783954076	0.17234871850425446	0.17108694643277533
adherens junction organization	GOTERM_BP_DIRECT	7	0.8674101610904585	0.0015966892444577287	CDC42, DSP, EFNB2, CDH1, NUMB, CDH17, PLEC	764	33	19453	5.4010391876884025	0.9972421284321372	0.1819828344426812	0.1806505306113492
positive regulation of fat cell differentiation	GOTERM_BP_DIRECT	9	1.1152416356877324	0.00162837134940577	CEBPA, KLF5, SULT1E1, ID2, ZC3H12A, PPARG, AAMDC, ZFP36L1, TRPM4	764	57	19453	4.020322402865804	0.9975467175829491	0.1819828344426812	0.1806505306113492
cellular response to interferon-gamma	GOTERM_BP_DIRECT	12	1.4869888475836432	0.001863342028728857	CDC42, GSN, RAB20, KIF5B, CASP1, RPL13A, STX4, FLNB, CARD16, CALM1, GBP2, SLC26A6	764	100	19453	3.0554450261780097	0.9989702258932492	0.20211780593976544	0.20063809315224546
negative regulation of transcription, DNA-templated	GOTERM_BP_DIRECT	39	4.83271375464684	0.002051653502887853	RERE, KDM5B, CEBPA, MIDEAS, NR1I2, ARID4A, PTPRK, DEDD2, NIPBL, SCML1, WNT11, DNAJB6, HNF4A, CREB3L1, ZNF703, SNX6, TFAP2A, HEXIM1, TCF7L2, TSC22D4, JUN, TLE2, PARP1, VDR, FOXP1, PARP10, MLXIPL, ZNF91, NCOR1, ELF3, ID2, IRF1, BHLHE40, CTNNB1, TAF7, PPARG, MDM4, GAS6, MPHOSPH8	764	591	19453	1.6802362665107502	0.999486505206407	0.2143117695969354	0.2127427842989101
negative regulation of keratinocyte proliferation	GOTERM_BP_DIRECT	6	0.7434944237918215	0.0020919803973670483	EFNB2, VDR, CASK, SFN, PTPRK, OVOL1	764	24	19453	6.365510471204188	0.9995576039456244	0.2143117695969354	0.2127427842989101
actin cytoskeleton reorganization	GOTERM_BP_DIRECT	9	1.1152416356877324	0.0022749922710664705	EPS8, MKLN1, PAK1, RALA, SIPA1L1, AUTS2, MICALL2, PLEK2, PLEC	764	60	19453	3.819306282722513	0.9997750719045884	0.22676139177549035	0.2251012622803878
response to progesterone	GOTERM_BP_DIRECT	7	0.8674101610904585	0.0025416361557772434	SREBF1, CLDN4, ABHD2, FOSB, TXNIP, DSG2, FOS	764	36	19453	4.950952588714368	0.999916066559418	0.2466724774343809	0.2448665780605392
cellular response to insulin stimulus	GOTERM_BP_DIRECT	12	1.4869888475836432	0.0029618215069054893	PARP1, INSIG1, IRS2, PPARG, HMGCS2, SRSF5, PCK1, FBP1, SLC39A14, PCK2, SLC9A1, ZFP36L1	764	106	19453	2.8824953077151036	0.9999822549864876	0.28008199275557555	0.2780315009431025
response to xenobiotic stimulus	GOTERM_BP_DIRECT	22	2.7261462205700124	0.0031391995881673053	SREBF1, JUN, HSP90AA1, ABCC6, PDGFA, FOS, OXSR1, ATP1A1, ADD3, AGPAT2, GNPAT, HSD11B2, PNP, CCND1, MDK, CDH1, TXNIP, FOSB, CTNNB1, PPARG, HMGCS2, HADH	764	277	19453	2.022256034173172	0.9999907932904012	0.28038889336578376	0.2783361547212946
transcription from RNA polymerase II promoter	GOTERM_BP_DIRECT	20	2.4783147459727393	0.0031630305882783885	PARP1, ARID4A, ARID4B, FOS, ASH1L, HOXA13, PLAC8, TFDP1, ELF3, POLR2A, HNF4A, IRF1, FOSB, CTNNB1, TAF7, GTF2IRD1, ZBTB7B, SQSTM1, POLR2J, FOXA3	764	241	19453	2.1130325215615557	0.9999915702596476	0.28038889336578376	0.2783361547212946
ephrin receptor signaling pathway	GOTERM_BP_DIRECT	8	0.9913258983890956	0.003193149002538752	EFNA1, EFNB2, PAK1, SIPA1L1, EFNA2, EPHA1, ARHGEF7, PTK2	764	50	19453	4.073926701570682	0.9999924591483841	0.28038889336578376	0.2783361547212946
cell migration	GOTERM_BP_DIRECT	22	2.7261462205700124	0.0032840741600057297	DOCK5, CARMIL1, ITGB4, SH3KBP1, PTK6, PTPRK, ARPC5, IQGAP1, RHOC, PTPRF, PTK2, SLC9A1, CDC42, EFNA1, LIMA1, PAK1, SLTM, SH3D21, FAT1, SNAI1, CTNNA1, MISP	764	278	19453	2.0149817318919734	0.9999946134042321	0.2816666395837472	0.2796045465065343
regulation of heart rate by cardiac conduction	GOTERM_BP_DIRECT	7	0.8674101610904585	0.0033712875315262424	DSP, KCNE3, AKAP9, PKP2, DSG2, DSC2, TRPM4	764	38	19453	4.690376136676769	0.9999960991409834	0.282575191278836	0.2805064466572176
epithelial cell morphogenesis	GOTERM_BP_DIRECT	5	0.6195786864931847	0.003713865792555752	RAB25, POF1B, FAT1, IHH, FLNB	764	17	19453	7.488835848475517	0.9999989022348346	0.2977551531075133	0.29557527535970884
nuclear migration	GOTERM_BP_DIRECT	5	0.6195786864931847	0.003713865792555752	CDC42, DYNC1H1, CLMN, LMNA, SYNE2	764	17	19453	7.488835848475517	0.9999989022348346	0.2977551531075133	0.29557527535970884
regulation of cell proliferation	GOTERM_BP_DIRECT	16	1.982651796778191	0.003816391214213775	TFAP2A, JUN, STAT3, HP1BP3, NDRG1, PTK2, FUT3, SQLE, CFDP1, NR5A2, ERBB3, ERBB2, TXNIP, SPRY2, IER5, SMIM22	764	175	19453	2.3279581151832462	0.9999992489374468	0.29946491059617875	0.29727251564333257
phosphatidic acid biosynthetic process	GOTERM_BP_DIRECT	7	0.8674101610904585	0.004387188903840711	GNPAT, LPCAT4, DGKA, PLA2G10, ABHD5, AGPAT2, DGKH	764	40	19453	4.455857329842932	0.9999999092855416	0.3370823474450946	0.3346145536866842
cellular response to raffinose	GOTERM_BP_DIRECT	3	0.3717472118959108	0.0044892317491378245	PCK1, FBP1, ZFP36L1	764	3	19453	25.462041884816752	0.9999999378404141	0.3378834018534754	0.335409743542726
response to corticosterone	GOTERM_BP_DIRECT	5	0.6195786864931847	0.004628526610729245	CCND1, FOSB, CALM3, FOS, CALM1	764	18	19453	7.072789412449097	0.9999999628994096	0.34140012280738913	0.3389007184375953
regulation of G1/S transition of mitotic cell cycle	GOTERM_BP_DIRECT	8	0.9913258983890956	0.0049481454178053105	CDKN2B, CCND1, ID2, PSME1, PSME2, TM4SF5, ARID1A, ARID1B	764	54	19453	3.7721543533061856	0.9999999886501189	0.3578188294287447	0.3551992230310831
liver development	GOTERM_BP_DIRECT	10	1.2391573729863694	0.005164828688985153	UPF2, CEBPA, CDKN2B, JUN, SLTM, ONECUT2, HNF4A, COBL, HMGCS2, CDK5RAP3	764	83	19453	3.0677158897369585	0.9999999949164082	0.36630554240340857	0.3636238044302817
regulation of actin cytoskeleton organization	GOTERM_BP_DIRECT	11	1.3630731102850062	0.005858143689028543	CDC42, PAK1, RALA, BAIAP2L1, LRP1, PDGFA, CDK10, IQGAP1, RHOC, ARHGEF5, SMIM22	764	100	19453	2.800824607329843	0.9999999996113588	0.4076383759459862	0.4046540385949716
positive regulation of protein import into nucleus	GOTERM_BP_DIRECT	7	0.8674101610904585	0.0063110142649233465	HSP90AA1, CDH1, BAG3, ZC3H12A, TPR, CHP2, PSEN1	764	43	19453	4.144983562644588	0.9999999999275972	0.4310189001673573	0.4278633930348957
cellular response to hypoxia	GOTERM_BP_DIRECT	13	1.6109045848822798	0.006506746560227562	ACAA2, HP1BP3, FOS, NDRG1, ZFP36L1, AQP1, SLC9A1, NPEPPS, LMNA, MDM4, PPARG, CARD16, PCK1	764	134	19453	2.470198093303118	0.9999999999649868	0.4363069329839863	0.4331127119453292
cell morphogenesis	GOTERM_BP_DIRECT	11	1.3630731102850062	0.007194452858467617	CAP1, ASXL1, NFIA, LRATD1, CDH1, VDR, CTNNB1, CDH17, FRYL, PSMB10, PLEC	764	103	19453	2.7192471915823724	0.9999999999972764	0.4738061096790817	0.4703373556223204
positive regulation of insulin secretion involved in cellular response to glucose stimulus	GOTERM_BP_DIRECT	6	0.7434944237918215	0.007656190274959203	C1QTNF12, MPC2, STX4, SRI, HLA-DRB1, TRPM4	764	32	19453	4.774132853403142	0.9999999999995102	0.4895389014175432	0.4859549669440417
negative regulation of ryanodine-sensitive calcium-release channel activity	GOTERM_BP_DIRECT	4	0.4956629491945477	0.007831560516170025	GSTO1, CALM3, SRI, CALM1	764	11	19453	9.258924321751547	0.9999999999997448	0.4895389014175432	0.4859549669440417
positive regulation of endopeptidase activity	GOTERM_BP_DIRECT	4	0.4956629491945477	0.007831560516170025	APH1A, PRELID1, PSME1, PSME2	764	11	19453	9.258924321751547	0.9999999999997448	0.4895389014175432	0.4859549669440417
positive regulation of plasma membrane repair	GOTERM_BP_DIRECT	3	0.3717472118959108	0.008745056560884507	AHNAK, ANXA2, S100A10	764	4	19453	19.096531413612567	0.9999999999999916	0.5310983769930674	0.5272101838860139
positive regulation of substrate adhesion-dependent cell spreading	GOTERM_BP_DIRECT	7	0.8674101610904585	0.008784436278898348	CDC42, DOCK5, CARMIL1, MDK, OLFM4, ARHGEF7, S100A10	764	46	19453	3.8746585476895063	0.9999999999999928	0.5310983769930674	0.5272101838860139
response to insulin	GOTERM_BP_DIRECT	9	1.1152416356877324	0.009718123732492662	HSD11B2, VPS13C, SLC2A1, SRSF4, FOS, PCK1, ZBTB7B, HADH, OGT	764	76	19453	3.0152418021493532	0.9999999999999998	0.5500007096131352	0.5459741317499154
pyroptosis	GOTERM_BP_DIRECT	6	0.7434944237918215	0.009921486469728695	GSDMD, PYCARD, GSDMB, IFI27, CASP1, CARD16	764	34	19453	4.49330150908531	1.0	0.5500007096131352	0.5459741317499154
chaperone mediated protein folding requiring cofactor	GOTERM_BP_DIRECT	6	0.7434944237918215	0.009921486469728695	DNAJB1, HSPH1, HSPA6, HSPA2, HSPA1B, HSPA1A	764	34	19453	4.49330150908531	1.0	0.5500007096131352	0.5459741317499154
intracellular receptor signaling pathway	GOTERM_BP_DIRECT	6	0.7434944237918215	0.009921486469728695	SREBF1, NR5A2, HNF4A, STAT3, NR1I2, HNF4G	764	34	19453	4.49330150908531	1.0	0.5500007096131352	0.5459741317499154
cell-cell adhesion	GOTERM_BP_DIRECT	16	1.982651796778191	0.01011497402898855	DSP, ANXA2, FBLIM1, TMOD3, ITGA1, PSEN1, DLG1, BAIAP2L1, CDH1, PKP2, FAT1, CTNNA1, CTNNB1, DSG2, DSG3, DSC2	764	195	19453	2.089193180292657	1.0	0.5500007096131352	0.5459741317499154
actin filament capping	GOTERM_BP_DIRECT	4	0.4956629491945477	0.010141010914775813	GSN, VILL, SPTAN1, SPTBN1	764	12	19453	8.48734729493892	1.0	0.5500007096131352	0.5459741317499154
amyloid precursor protein metabolic process	GOTERM_BP_DIRECT	4	0.4956629491945477	0.010141010914775813	APH1A, ACHE, DLG1, PSEN1	764	12	19453	8.48734729493892	1.0	0.5500007096131352	0.5459741317499154
cellular response to epidermal growth factor stimulus	GOTERM_BP_DIRECT	7	0.8674101610904585	0.010776695628267163	MCM7, ERBB2, FOS, IQGAP1, ZFP36L2, ZFP36L1, SNX6	764	48	19453	3.7132144415357766	1.0	0.56777790681499	0.5636211813583726
thymus development	GOTERM_BP_DIRECT	7	0.8674101610904585	0.010776695628267163	ASXL1, MAFB, LMO4, CTNNB1, PSEN1, PBX1, MAPK3	764	48	19453	3.7132144415357766	1.0	0.56777790681499	0.5636211813583726
protein localization	GOTERM_BP_DIRECT	12	1.4869888475836432	0.011370996684354968	CDC42, NIPBL, AMN, IST1, CTNNA1, VPS13A, PLOD3, NBEAL2, LAMTOR2, SQSTM1, MLH3, PLEC	764	127	19453	2.405862225337016	1.0	0.5716517185162002	0.5674666327244602
response to estrogen	GOTERM_BP_DIRECT	8	0.9913258983890956	0.01143322326430264	HOXA10, MMP14, HSP90AA1, KRT19, CCND1, ARPC1B, CTNNA1, PPARG	764	63	19453	3.2332751599767318	1.0	0.5716517185162002	0.5674666327244602
negative regulation of epidermal growth factor receptor signaling pathway	GOTERM_BP_DIRECT	5	0.6195786864931847	0.011470235132917249	MVP, NUP62, ITGA1, CBLC, HBEGF	764	23	19453	5.535226496699295	1.0	0.5716517185162002	0.5674666327244602
barbed-end actin filament capping	GOTERM_BP_DIRECT	5	0.6195786864931847	0.011470235132917249	EPS8, GSN, CAPZA1, VILL, ADD3	764	23	19453	5.535226496699295	1.0	0.5716517185162002	0.5674666327244602
mRNA transcription from RNA polymerase II promoter	GOTERM_BP_DIRECT	7	0.8674101610904585	0.013069224810520029	SREBF1, ANXA2, VDR, STAT3, TAF7, PPARG, S100A10	764	50	19453	3.5646858638743453	1.0	0.6426573480159715	0.6379524270841843
actin filament bundle assembly	GOTERM_BP_DIRECT	6	0.7434944237918215	0.014119809451604163	EPS8, LIMA1, BAIAP2L2, BAIAP2L1, USH1C, PLS1	764	37	19453	4.128979765105419	1.0	0.644710079451469	0.6399901303882397
cellular response to indole-3-methanol	GOTERM_BP_DIRECT	3	0.3717472118959108	0.014197460562835384	CDH1, CTNNA1, CTNNB1	764	5	19453	15.277225130890052	1.0	0.644710079451469	0.6399901303882397
apoptotic nuclear changes	GOTERM_BP_DIRECT	3	0.3717472118959108	0.014197460562835384	BLCAP, CDK5RAP3, DEDD2	764	5	19453	15.277225130890052	1.0	0.644710079451469	0.6399901303882397
negative regulation of mesenchymal cell proliferation	GOTERM_BP_DIRECT	3	0.3717472118959108	0.014197460562835384	WNT11, LMNA, PHF14	764	5	19453	15.277225130890052	1.0	0.644710079451469	0.6399901303882397
negative regulation of transcription from RNA polymerase II promoter in response to stress	GOTERM_BP_DIRECT	3	0.3717472118959108	0.014197460562835384	DNAJB1, BAG3, HSPA1A	764	5	19453	15.277225130890052	1.0	0.644710079451469	0.6399901303882397
acinar cell differentiation	GOTERM_BP_DIRECT	3	0.3717472118959108	0.014197460562835384	NR5A2, ZNF800, CTNNB1	764	5	19453	15.277225130890052	1.0	0.644710079451469	0.6399901303882397
positive regulation of actin filament polymerization	GOTERM_BP_DIRECT	7	0.8674101610904585	0.014334660117955656	VASP, PYCARD, CARMIL1, BAIAP2L2, DLG1, BAIAP2L1, CDC42EP5	764	51	19453	3.4947900626219077	1.0	0.644710079451469	0.6399901303882397
fatty acid metabolic process	GOTERM_BP_DIRECT	10	1.2391573729863694	0.015712694204307747	LYPLA2, FABP2, GNPAT, ACOX1, ACOT11, CRYL1, PPARG, ABHD5, HADH, CYP4F12	764	99	19453	2.5719234227087626	1.0	0.6904924165806107	0.6854372931403513
positive regulation of interleukin-1 beta production	GOTERM_BP_DIRECT	8	0.9913258983890956	0.01572705070302909	GSDMD, PYCARD, STMP1, STAT3, CASP1, HSPB1, CARD16, INAVA	764	67	19453	3.0402438071422995	1.0	0.6904924165806107	0.6854372931403513
chromatin organization	GOTERM_BP_DIRECT	22	2.7261462205700124	0.016250614000999124	KMT2E, KDM5B, BRD2, CHD9, KMT2C, JMJD1C, HNRNPU, NUCKS1, ASH1L, CHD2, ING1, RSBN1, JMJD6, PARP10, ASXL1, NSD3, NCOR1, PHF14, BUD23, OGT, FOXA3, HMGN1	764	322	19453	1.7396426132483496	1.0	0.7050854639492327	0.6999235042077387
negative regulation of protein kinase activity	GOTERM_BP_DIRECT	8	0.9913258983890956	0.01695795063524547	HSPB1, GSKIP, CHP1, TAF7, SFN, EPHA1, PPIA, PLEC	764	68	19453	2.9955343393902067	1.0	0.7272200225905265	0.7218960148329494
positive regulation of MAPK cascade	GOTERM_BP_DIRECT	14	1.7348203221809169	0.018200112445317492	CHRNA7, ITGA1, PDGFA, IQGAP1, INAVA, CDC42, EFNA1, AKAP13, ERBB2, CDK10, CTNNB1, LAMTOR2, PPIA, HLA-DRB1	764	172	19453	2.072491781322294	1.0	0.7715174103256425	0.7658690995667509
