Term	Category	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
positive chemotaxis	GOTERM_BP_DIRECT	5	2.083333333333333	0.002775261776546248	LGALS3, FGF7, GPNMB, S100A4, PGF	229	50	19453	8.494759825327511	0.9912716475001844	0.43041787188980896	0.4291563892641061
protein localization to plasma membrane	GOTERM_BP_DIRECT	8	3.333333333333333	0.0033670439820663953	EHD2, RAMP2, CD81, BSG, ARL6IP5, ANK2, GAS6, S100A10	229	165	19453	4.1186714304618235	0.9968295103647244	0.4442973864466692	0.4429952252906121
adrenal gland development	GOTERM_BP_DIRECT	4	1.6666666666666667	0.0033856190057483587	MDK, CYP1B1, PBX1, LY6E	229	26	19453	13.068861269734633	0.9969287345061768	0.4442973864466692	0.4429952252906121
regulation of insulin-like growth factor receptor signaling pathway	GOTERM_BP_DIRECT	3	1.25	0.0036555516712178963	IGFBP5, IGFBP4, IGFBP6	229	8	19453	31.855349344978162	0.998065289729986	0.4454550822212665	0.4441495280529744
positive regulation of fibroblast proliferation	GOTERM_BP_DIRECT	5	2.083333333333333	0.004191101085480888	S100A6, FBLN1, CD248, IGF1, GAS6	229	56	19453	7.584606986899563	0.9992268547888846	0.476667896788693	0.4752708630935327
negative regulation of neuron death	GOTERM_BP_DIRECT	5	2.083333333333333	0.004754194099763361	GPNMB, SERPINF1, NENF, APOE, CD34	229	58	19453	7.32306881493751	0.9997054307016188	0.4815239388663904	0.4801126729259848
response to hypoxia	GOTERM_BP_DIRECT	8	3.333333333333333	0.0047983041973790365	TGFBR3, HSD11B2, CXCL12, DIO3, CYBA, CD24, SOD3, PGF	229	176	19453	3.861254466057959	0.9997268827169794	0.4815239388663904	0.4801126729259848
response to xenobiotic stimulus	GOTERM_BP_DIRECT	10	4.166666666666666	0.005543981782532186	HSD11B2, BCHE, EMX2, SFRP1, MDK, MAP1B, TXNIP, CYBA, PGF, ASS1	229	277	19453	3.0667002979521696	0.9999239673577556	0.5034572769470764	0.5019817280697404
positive regulation of vascular endothelial growth factor production	GOTERM_BP_DIRECT	4	1.6666666666666667	0.00560708573387717	C3, BSG, CYP1B1, SULF2	229	31	19453	10.960980419777432	0.9999317686723646	0.5034572769470764	0.5019817280697404
positive regulation of hepatocyte proliferation	GOTERM_BP_DIRECT	3	1.25	0.008354611164319712	XBP1, MDK, PTN	229	12	19453	21.236899563318772	0.9999993918470064	0.6787126974442586	0.6767235043098967
elastic fiber assembly	GOTERM_BP_DIRECT	3	1.25	0.008354611164319712	MFAP4, TNXB, LTBP4	229	12	19453	21.236899563318772	0.9999993918470064	0.6787126974442586	0.6767235043098967
negative regulation of long-term synaptic potentiation	GOTERM_BP_DIRECT	3	1.25	0.00979787331412027	PRNP, PTN, APOE	229	13	19453	19.603291904601946	0.999999949313046	0.7209996531717924	0.7188865240593312
positive regulation of insulin-like growth factor receptor signaling pathway	GOTERM_BP_DIRECT	3	1.25	0.00979787331412027	IGFBP5, IGFBP4, IGF1	229	13	19453	19.603291904601946	0.999999949313046	0.7209996531717924	0.7188865240593312
extracellular matrix assembly	GOTERM_BP_DIRECT	3	1.25	0.011343230422293274	FKBP10, GAS6, GPM6B	229	14	19453	18.203056768558948	0.9999999964706171	0.7209996531717924	0.7188865240593312
positive regulation of leukocyte chemotaxis	GOTERM_BP_DIRECT	3	1.25	0.011343230422293274	EDN3, MDK, PTN	229	14	19453	18.203056768558948	0.9999999964706171	0.7209996531717924	0.7188865240593312
negative regulation of blood coagulation	GOTERM_BP_DIRECT	3	1.25	0.011343230422293274	APOE, TFPI, CD34	229	14	19453	18.203056768558948	0.9999999964706171	0.7209996531717924	0.7188865240593312
animal organ regeneration	GOTERM_BP_DIRECT	4	1.6666666666666667	0.01141089720729097	TGFBR3, CXCL12, GAS6, PGF	229	40	19453	8.494759825327511	0.9999999968595846	0.7209996531717924	0.7188865240593312
positive regulation of endothelial cell proliferation	GOTERM_BP_DIRECT	5	2.083333333333333	0.013341101304435313	NELL2, FGF7, CXCL12, CYBA, PGF	229	78	19453	5.44535886238943	0.9999999998880652	0.7830254390926769	0.7807305227999082
positive regulation of angiogenesis	GOTERM_BP_DIRECT	7	2.9166666666666665	0.01366661518344052	C3, XBP1, RAMP2, HSPB6, CYP1B1, CD34, PGF	229	166	19453	3.5821276371862996	0.9999999999362488	0.7830254390926769	0.7807305227999082
cellular response to hormone stimulus	GOTERM_BP_DIRECT	4	1.6666666666666667	0.013893286901072641	SOCS2, RAMP2, SLIT3, PGF	229	43	19453	7.902102163095358	0.9999999999569276	0.7830254390926769	0.7807305227999082
positive regulation of bone mineralization	GOTERM_BP_DIRECT	4	1.6666666666666667	0.014783442609246284	TMEM119, PTN, ATRAID, GPM6B	229	44	19453	7.722508932115918	0.9999999999907724	0.7830254390926769	0.7807305227999082
positive regulation of neuron projection development	GOTERM_BP_DIRECT	6	2.5	0.014988018644188602	MDK, SERPINF1, ATP1B2, PTN, APOE, RGMA	229	123	19453	4.143785280647566	0.9999999999935252	0.7830254390926769	0.7807305227999082
negative regulation of tumor necrosis factor production	GOTERM_BP_DIRECT	5	2.083333333333333	0.01514644753227335	GPNMB, ACP5, IGF1, GAS6, CD34	229	81	19453	5.243678904523155	0.999999999995079	0.7830254390926769	0.7807305227999082
neutrophil chemotaxis	GOTERM_BP_DIRECT	5	2.083333333333333	0.016431520407043095	LGALS3, EDN3, BSG, DPEP1, PPIB	229	83	19453	5.1173251959804285	0.9999999999994696	0.8030391000340463	0.8006855270562209
neuron projection development	GOTERM_BP_DIRECT	6	2.5	0.01647501084477821	TNXB, MAP1B, VIM, APOE, GPM6B, RGMA	229	126	19453	4.045123726346433	0.999999999999508	0.8030391000340463	0.8006855270562209
female pregnancy	GOTERM_BP_DIRECT	5	2.083333333333333	0.0184838820560083	HSD11B2, COL16A1, IGFBP5, MAGED2, PGF	229	86	19453	4.938813851934599	0.9999999999999849	0.8201214216875581	0.8177177832887083
estrous cycle	GOTERM_BP_DIRECT	3	1.25	0.018494893124289803	MDK, CYP1B1, PTN	229	18	19453	14.157933042212518	0.9999999999999852	0.8201214216875581	0.8177177832887083
cellular response to organic cyclic compound	GOTERM_BP_DIRECT	4	1.6666666666666667	0.01866086084482695	IGFBP5, ARL6IP5, CYP1B1, CYBA	229	48	19453	7.078966521106259	0.9999999999999888	0.8201214216875581	0.8177177832887083
ossification	GOTERM_BP_DIRECT	5	2.083333333333333	0.019201725547920868	CLEC11A, LRRC17, TMEM119, KAZALD1, GPM6B	229	87	19453	4.882045876625005	0.9999999999999956	0.8201214216875581	0.8177177832887083
positive regulation of cell division	GOTERM_BP_DIRECT	4	1.6666666666666667	0.019709834870568512	FGF7, MDK, PTN, PGF	229	49	19453	6.934497816593886	0.9999999999999982	0.8201214216875581	0.8177177832887083
glutathione metabolic process	GOTERM_BP_DIRECT	4	1.6666666666666667	0.019709834870568512	GSTM2, ARL6IP5, DPEP1, GSTM5	229	49	19453	6.934497816593886	0.9999999999999982	0.8201214216875581	0.8177177832887083
oxidative phosphorylation	GOTERM_BP_DIRECT	3	1.25	0.020513081468240112	CHCHD10, MT-CYB, COX6A1	229	19	19453	13.412778671569756	0.9999999999999996	0.8213349826100386	0.8189277874675707
negative regulation of cell proliferation	GOTERM_BP_DIRECT	12	5.0	0.020701878225223715	SFRP4, BCHE, SFRP1, GPNMB, ABI3BP, NDN, CYP1B1, ZNF503, DPT, SLIT3, IGFBP6, PTGES	229	462	19453	2.206431123461691	0.9999999999999996	0.8213349826100386	0.8189277874675707
negative regulation of sequence-specific DNA binding transcription factor activity	GOTERM_BP_DIRECT	5	2.083333333333333	0.02304841300821866	PRNP, SFRP4, NDN, GAS6, PBX1	229	92	19453	4.616717296373649	1.0	0.8936498316368416	0.8910306937949986
cellular response to tumor necrosis factor	GOTERM_BP_DIRECT	6	2.5	0.0247056106480002	SFRP1, ASAH1, CTSK, CYP1B1, CYBA, ASS1	229	140	19453	3.6406113537117903	1.0	0.9366171503441856	0.9338720824944076
positive regulation of peptidyl-tyrosine phosphorylation	GOTERM_BP_DIRECT	5	2.083333333333333	0.02643988751694689	PRNP, FGF7, CD81, IGF1, PLPP3	229	96	19453	4.424354075691412	1.0	0.9682502854789481	0.9654125062131832
protein N-linked glycosylation	GOTERM_BP_DIRECT	4	1.6666666666666667	0.02667512509818907	KRTCAP2, RPN1, STT3A, MLEC	229	55	19453	6.1780071456927335	1.0	0.9682502854789481	0.9654125062131832
nitric oxide biosynthetic process	GOTERM_BP_DIRECT	3	1.25	0.0294364640096024	DDAH2, ACP5, CYP1B1	229	23	19453	11.080121511296754	1.0	1.0	0.9976539589442815
bone development	GOTERM_BP_DIRECT	4	1.6666666666666667	0.030588574140575	OGN, PPIB, SULF2, TGM2	229	58	19453	5.858455051950008	1.0	1.0	0.9976539589442815
response to estradiol	GOTERM_BP_DIRECT	5	2.083333333333333	0.03107912134388728	SOCS2, MAP1B, TXNIP, CYP1B1, ASS1	229	101	19453	4.205326646201738	1.0	1.0	0.9976539589442815
response to glucocorticoid	GOTERM_BP_DIRECT	4	1.6666666666666667	0.03335600302199776	HSD11B2, BCHE, MDK, PTGDS	229	60	19453	5.663173216885007	1.0	1.0	0.9976539589442815
tissue regeneration	GOTERM_BP_DIRECT	3	1.25	0.0343772591655753	MDK, APOD, PTN	229	25	19453	10.193711790393012	1.0	1.0	0.9976539589442815
negative regulation of endothelial cell migration	GOTERM_BP_DIRECT	3	1.25	0.0343772591655753	SERPINF1, APOE, DCN	229	25	19453	10.193711790393012	1.0	1.0	0.9976539589442815
negative regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process	GOTERM_BP_DIRECT	2	0.8333333333333334	0.034752932951858946	TMED10, BIN1	229	3	19453	56.63173216885007	1.0	1.0	0.9976539589442815
citrulline metabolic process	GOTERM_BP_DIRECT	2	0.8333333333333334	0.034752932951858946	DDAH2, ASS1	229	3	19453	56.63173216885007	1.0	1.0	0.9976539589442815
L-serine import into cell	GOTERM_BP_DIRECT	2	0.8333333333333334	0.034752932951858946	SLC1A4, SLC38A5	229	3	19453	56.63173216885007	1.0	1.0	0.9976539589442815
negative regulation of gene expression	GOTERM_BP_DIRECT	9	3.75	0.03483275919185805	SFRP1, CREB3L1, SERPINF1, ZNF503, PGR, SLIT3, IGF1, APOE, CD34	229	319	19453	2.396640703070458	1.0	1.0	0.9976539589442815
positive regulation of focal adhesion assembly	GOTERM_BP_DIRECT	3	1.25	0.0369598958456132	SFRP1, COL16A1, S100A10	229	26	19453	9.801645952300973	1.0	1.0	0.9976539589442815
cholesterol homeostasis	GOTERM_BP_DIRECT	5	2.083333333333333	0.03724040825555136	XBP1, NPC2, APOE, CD24, TSKU	229	107	19453	3.96951393706893	1.0	1.0	0.9976539589442815
response to organic cyclic compound	GOTERM_BP_DIRECT	4	1.6666666666666667	0.04240911543874086	SFRP1, IGFBP4, CTSK, EPHX1	229	66	19453	5.1483392880772785	1.0	1.0	0.9976539589442815
positive regulation of gene expression	GOTERM_BP_DIRECT	12	5.0	0.04294085007314623	SFRP4, RAMP2, FGF7, GSN, TMEM119, FBLN1, PGR, ANK2, VIM, IGF1, GAS6, CD34	229	519	19453	1.9641063179948	1.0	1.0	0.9976539589442815
translation	GOTERM_BP_DIRECT	7	2.9166666666666665	0.04461852720779861	RPL41, RPL21, RPL12, RPL36A, RPS3A, RPS2, RPS21	229	219	19453	2.7152200354928118	1.0	1.0	0.9976539589442815
cholesterol efflux	GOTERM_BP_DIRECT	3	1.25	0.045132086872372836	NPC2, APOE, TSKU	229	29	19453	8.787682577925013	1.0	1.0	0.9976539589442815
cellular calcium ion homeostasis	GOTERM_BP_DIRECT	5	2.083333333333333	0.045254196911156765	CXCL12, EDN3, HEXB, ANK2, APOE	229	114	19453	3.725771853213821	1.0	1.0	0.9976539589442815
positive regulation of apoptotic process	GOTERM_BP_DIRECT	9	3.75	0.045470766815849294	SFRP4, SFRP1, BIN1, ARL6IP5, LPAR1, TXNIP, CYP1B1, GADD45G, TGM2	229	336	19453	2.275382096069869	1.0	1.0	0.9976539589442815
positive regulation of sodium ion export from cell	GOTERM_BP_DIRECT	2	0.8333333333333334	0.046067911425523626	FXYD1, ATP1B2	229	4	19453	42.473799126637545	1.0	1.0	0.9976539589442815
positive regulation of plasma membrane repair	GOTERM_BP_DIRECT	2	0.8333333333333334	0.046067911425523626	AHNAK, S100A10	229	4	19453	42.473799126637545	1.0	1.0	0.9976539589442815
positive regulation of keratinocyte apoptotic process	GOTERM_BP_DIRECT	2	0.8333333333333334	0.046067911425523626	SFRP4, GSN	229	4	19453	42.473799126637545	1.0	1.0	0.9976539589442815
maintenance of location in cell	GOTERM_BP_DIRECT	2	0.8333333333333334	0.046067911425523626	HEXB, APOE	229	4	19453	42.473799126637545	1.0	1.0	0.9976539589442815
endothelial cell proliferation	GOTERM_BP_DIRECT	3	1.25	0.047990942046780304	XBP1, FGF7, CD34	229	30	19453	8.494759825327511	1.0	1.0	0.9976539589442815
negative regulation of neuron projection development	GOTERM_BP_DIRECT	4	1.6666666666666667	0.049058152477876135	LPAR1, VIM, APOE, TSKU	229	70	19453	4.85414847161572	1.0	1.0	0.9976539589442815
