ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
hsa05202	Transcriptional misregulation in cancer	176	-0.557344020761886	-1.46496491804935	0.00183078150508889	0.0248253972090054	0.01934846980115	3680	tags=37%, list=22%, signal=29%	ETV6/DOT1L/RXRB/RARA/HOXA9/H3C8/MLLT3/CCNT2/HDAC1/ATF1/CCNA2/SMAD1/SPINT1/CSF2/SP1/MLLT1/PLAU/BIRC3/KDM6A/CDKN1B/GADD45G/MITF/ETV4/TFE3/MEIS1/CDKN2C/NSD2/JMJD1C/MET/PER2/TSPAN7/HDAC2/DDB2/RXRA/BAX/ASPSCR1/CEBPA/H3-3B/REL/GADD45A/TMPRSS2/EWSR1/PROM1/KLF3/FUS/PBX1/NCOR1/HPGD/GADD45B/ID2/NFKBIZ/BCL2L1/CEBPB/H3-3A/PDGFA/JUP/MLF1/DDX5/NUPR1/CXCL8/MDM2/IGFBP3/DDIT3/PAX8/CDKN1A
hsa04380	Osteoclast differentiation	130	-0.569530694848675	-1.466412672066	0.00270345431779765	0.0327311076333358	0.0255100388634289	2269	tags=22%, list=14%, signal=19%	IFNAR1/NFATC2/MITF/IFNGR1/IL1B/TYK2/TNFRSF1A/FHL2/IKBKG/SIRPA/GRB2/JAK1/ATP2A3/ITPR3/SOCS3/MAPK13/ATP2A2/FOSL2/FOSL1/SQSTM1/JUN/ACP5/AKT2/JUND/FOS/FOSB/JUNB/TNFRSF11B/NFKBIA
hsa04934	Cushing syndrome	140	-0.576592036724948	-1.49394193059216	0.00148017118156414	0.0248253972090054	0.01934846980115	2570	tags=26%, list=16%, signal=23%	MAPK1/ORAI1/ATF4/CDK2/CDKN1B/FZD5/CREB3L2/GNA11/WNT10A/CDKN2C/ATF6B/AIP/E2F1/MAP2K2/EGFR/CREB3/GSK3B/PLCB1/GNAI2/CREB3L4/SCARB1/WNT7B/WNT7A/CDK4/CTNNB1/WNT11/PRKACB/ITPR3/LDLR/NCEH1/CREB5/PBX1/CDKN2B/NR4A1/RASD1/CDKN1A/CDKN2A
hsa04530	Tight junction	157	-0.569847040363579	-1.49398026469998	0.00143648418976774	0.0248253972090054	0.01934846980115	1565	tags=25%, list=9%, signal=23%	DLG3/PRKAG2/ROCK2/ROCK1/ARPC5/PRKAB1/ARPC3/CDK4/ERBB2/MAP3K1/LLGL2/MYL6B/AFDN/TUBA1C/F11R/OCLN/MYH9/TJP1/PRKACB/CGN/MYL9/ACTG1/YBX3/TUBA4A/AMOTL2/CRB3/CFTR/PARD6B/ACTN4/JUN/MYL6/EZR/CLDN7/TUBA1B/CLDN15/CLDN2/PCNA/CLDN10/CLDN3/CLDN4
hsa05225	Hepatocellular carcinoma	159	-0.581484214003255	-1.52583886391869	0.000820503525492174	0.0198679067958462	0.0154846905938749	2584	tags=37%, list=16%, signal=32%	ACTL6A/BRD7/RB1/DVL2/HMOX1/SHC1/ELK1/PHF10/GSTT2B/GSTA4/SMARCD1/TXNRD2/MAPK1/KEAP1/GSTO2/ARID1B/PLCG1/FZD5/GADD45G/SMARCA2/SHC2/WNT10A/E2F1/MAP2K2/EGFR/MET/ACTB/GSTM1/GSK3B/GRB2/PRKCA/SMARCC2/DDB2/IGF2/PBRM1/BAX/WNT7B/WNT7A/CDK4/SMARCA4/SMARCE1/GSTM4/GADD45A/CTNNB1/WNT11/ARAF/ACTG1/GADD45B/NFE2L2/SMARCB1/BCL2L1/TXNRD1/AKT2/MGST3/NQO1/MGST1/CDKN1A/GSTA1/CDKN2A
hsa04110	Cell cycle	155	-0.584525829981852	-1.53048825977123	0.000306882861167114	0.0130041612419565	0.0101352102832823	2534	tags=39%, list=15%, signal=33%	ORC3/PPP2R5A/CDK2/CDKN1B/PDS5B/DDX11/AURKB/MAD2L1/MAD2L2/PPP2R5E/GADD45G/CDKN2C/STAG1/E2F1/ANAPC7/CCNB1/PLK1/RBL1/GSK3B/RBX1/HDAC2/SMC3/MAD2L1BP/NIPBL/CDC6/ANAPC5/PTTG1/CDKN1C/STAG2/CDC20/CCNB2/CDK4/CDC16/YWHAH/SMC1B/TFDP2/CDT1/GADD45A/YWHAE/CDC25B/TFDP1/ANAPC11/MCM4/YWHAQ/MCM6/ATRX/GADD45B/SFN/MCM2/MCM3/YWHAB/SMC1A/WEE1/MCM5/MDM2/MCM7/PCNA/CDKN2B/CDKN1A/CDKN2A
hsa05214	Glioma	74	-0.629763804292165	-1.53756446911835	0.0044538647767981	0.048705166430147	0.0379599340908769	2309	tags=28%, list=14%, signal=25%	PLCG1/GADD45G/SHC2/E2F1/MAP2K2/EGFR/GRB2/PRKCA/DDB2/BAX/CDK4/GADD45A/ARAF/GADD45B/PDGFA/CALM2/AKT2/CALM1/MDM2/CDKN1A/CDKN2A
hsa04935	Growth hormone synthesis, secretion and action	109	-0.613466466786414	-1.5516159677978	0.00102154818129934	0.0230528965125278	0.0179670145152755	2570	tags=28%, list=16%, signal=23%	MAPK1/ATF4/CRK/PLCG1/SHC2/CREB3L2/GNA11/ATF6B/MAP2K2/CREB3/GSK3B/PLCB1/GNAI2/CREB3L4/GRB2/PRKCA/MAP2K3/MAP3K1/IGFALS/PRKACB/ITPR3/SOCS3/MAPK13/CREB5/IRS2/AKT2/FOS/IGFBP3/JUNB/SST
hsa04024	cAMP signaling pathway	193	-0.587101829550161	-1.55405855888592	9.83217347186871e-05	0.00555517801160582	0.00432960621305096	2922	tags=22%, list=18%, signal=18%	EDN3/PDE4D/RAPGEF3/EP300/ARAP3/CREBBP/PPP1R12A/MAPK1/ORAI1/HCN4/PPARA/CREB3L2/MAP2K2/CREB3/PPP1R1B/GNAI2/CREB3L4/ROCK2/ROCK1/ATP1B1/ATP1A1/VAV3/ATP2A3/AFDN/ATP2B1/PRKACB/MYL9/PPP1CB/CFTR/ATP2A2/CREB5/JUN/CALM2/EDN1/SOX9/AKT2/CALM1/FOS/SUCNR1/NFKBIA/FXYD2/SST
hsa04970	Salivary secretion	76	-0.636143713719408	-1.56095153297467	0.00181655273598548	0.0248253972090054	0.01934846980115	1623	tags=20%, list=10%, signal=18%	PLCB1/PRKCA/MUC5B/ATP1B1/ATP1A1/ATP2B1/PRKACB/ITPR3/CALM2/AQP5/CALM1/CST3/CST4/CST1/FXYD2
hsa01524	Platinum drug resistance	70	-0.647574673094881	-1.57044219202341	0.00223987443560805	0.0290598148106001	0.022648699014006	3615	tags=49%, list=22%, signal=38%	GSTP1/PDPK1/MSH3/XPA/FAS/BIRC5/GSTT2B/MLH1/GSTA4/BIRC3/MAPK1/BID/GSTO2/POLH/APAF1/MSH2/GSTM1/PMAIP1/BRCA1/BAX/ERBB2/GSTM4/MSH6/XIAP/BBC3/BCL2L1/TOP2A/AKT2/MGST3/MDM2/MGST1/CDKN1A/GSTA1/CDKN2A
hsa04976	Bile secretion	75	-0.641896862721043	-1.57067709700216	0.00307899214298363	0.03599235643005	0.0280517977455133	1363	tags=21%, list=8%, signal=20%	SLC4A4/SCARB1/RXRA/ATP1B1/SLC9A3/ATP1A1/PRKACB/UGT2A3/AQP1/EPHX1/CFTR/LDLR/NCEH1/UGT1A6/UGT2B7/FXYD2
hsa04974	Protein digestion and absorption	88	-0.650245004425413	-1.61045787796877	0.000548382925721911	0.0174264551090714	0.0135818668914048	2910	tags=27%, list=18%, signal=23%	SLC36A4/COL16A1/COL6A2/PRCP/MEP1A/KCNK5/COL17A1/COL1A1/SLC15A1/SLC7A8/COL9A2/ATP1B1/COL1A2/SLC9A3/ATP1A1/COL18A1/SLC7A7/COL6A1/SLC3A1/PRSS3/SLC3A2/COL7A1/DPP4/FXYD2
hsa05218	Melanoma	64	-0.675841677909068	-1.61947715699574	0.00151709735571511	0.0248253972090054	0.01934846980115	2167	tags=28%, list=13%, signal=25%	GADD45G/MITF/E2F1/MAP2K2/EGFR/MET/DDB2/BAX/CDK4/GADD45A/ARAF/CDH1/GADD45B/PDGFA/AKT2/MDM2/CDKN1A/CDKN2A
hsa04210	Apoptosis	131	-0.629766457773856	-1.62421128664172	4.71265243892531e-05	0.0039939729419892	0.00311283095307961	3706	tags=47%, list=22%, signal=36%	DAXX/RIPK1/DIABLO/CASP10/PDPK1/CASP2/FAS/TUBA1A/PIDD1/CFLAR/TRADD/BIRC5/TNFSF10/ITPR2/CAPN1/BIRC3/CTSB/MAPK1/CTSZ/BID/ATF4/CAPN2/DAB2IP/GADD45G/APAF1/MAP2K2/CTSV/TNFRSF1A/ACTB/LMNB1/IKBKG/PMAIP1/PARP2/CTSL/CTSC/PARP1/AIFM1/BCL2L11/CTSF/BAX/ERN1/SPTAN1/PARP4/GADD45A/TUBA1C/CTSS/XIAP/ITPR3/ACTG1/TUBA4A/GADD45B/JUN/BBC3/BCL2L1/AKT2/TUBA1B/CTSH/LMNA/FOS/DDIT3/NFKBIA
hsa03030	DNA replication	36	-0.728456360538592	-1.62701233886549	0.00168452317304874	0.0248253972090054	0.01934846980115	2853	tags=67%, list=17%, signal=55%	PRIM2/POLA1/POLE4/PRIM1/POLD1/POLE/RNASEH2B/RFC1/RPA1/RFC5/FEN1/RPA2/RFC2/LIG1/RFC4/MCM4/MCM6/MCM2/RPA3/RNASEH2A/MCM3/MCM5/MCM7/PCNA
hsa04115	p53 signaling pathway	74	-0.667401336844031	-1.6294562742088	0.000787538922143131	0.0198679067958462	0.0154846905938749	2765	tags=45%, list=17%, signal=37%	CCND3/SIAH1/CDK1/AIFM2/BID/ZMAT3/CDK2/GADD45G/APAF1/CCNB1/PMAIP1/PPM1D/GTSE1/DDB2/SESN1/BAX/CCNB2/CDK4/GADD45A/GADD45B/PERP/SFN/BBC3/RRM2/TP53I3/BCL2L1/SERPINE1/MDM2/SIVA1/IGFBP3/SERPINB5/CDKN1A/CDKN2A
hsa04971	Gastric acid secretion	67	-0.682720892637148	-1.6446329931886	0.000453947653536532	0.017098694949876	0.0133264164956339	1799	tags=22%, list=11%, signal=20%	ACTB/PLCB1/GNAI2/PRKCA/KCNJ16/ATP1B1/ATP1A1/PRKACB/ITPR3/ACTG1/CFTR/CALM2/EZR/CALM1/SST
hsa05204	Chemical carcinogenesis - DNA adducts	52	-0.719616723885339	-1.66949850846838	0.00060165690553416	0.0174264551090714	0.0135818668914048	960	tags=19%, list=6%, signal=18%	GSTM4/UGT2A3/EPHX1/UGT1A6/MGST3/PTGS2/UGT2B7/MGST1/GSTA1/AKR1C2
hsa00053	Ascorbate and aldarate metabolism	24	-0.805193362733758	-1.68089319875572	0.00164186066335283	0.0248253972090054	0.01934846980115	1340	tags=33%, list=8%, signal=31%	ALDH9A1/MIOX/AKR1A1/UGT2A3/ALDH3A2/GUSB/UGT1A6/UGT2B7
hsa00140	Steroid hormone biosynthesis	45	-0.737870784842789	-1.69045801751153	0.00061686566757775	0.0174264551090714	0.0135818668914048	939	tags=20%, list=6%, signal=19%	COMT/UGT2A3/HSD11B2/SULT2B1/UGT1A6/AKR1C3/UGT2B7/AKR1C1/AKR1C2
